Barcode *,ItemName *,ProdDescription *,SecondName *,ProdPurchasePrice *,ProdSellPrice*,Subcategories_SCID*
,Birthday Topper,,, 200.00 ,240,Stationary
,Roll,,, 500.00 ,600,Sundry
,Cling Film,,, 600.00 ,700,Sundry
,Sweeto Gummies 80g,,, 550.00 , 720.00 ,Food
,Mentos Roll 29g 14pcs,,, 120.00 ,150,Food
,Doritos 51.4g,,, 250.00 , 325.00 ,Food
,Nico Drink Bottle,,, 550.00 , 715.00 ,Beverage
,Assorted 80/- Items,,, 80.00 , 104.00 ,Other
,Hop Pop Lollipop 25g 50pcs,,, 70.00 , 90.00 ,Food
,Dubaco Duo Gofret 36g 24pcs,,, 325.00 , 430.00 ,Food
,Oreo Biscuit 35g 12pcs,,, 180.00 , 230.00 ,Food
,Ferrero T3 37.5g,,, 700.00 , 910.00 ,Food
,Toren Wafer 55g 24pcs,,, 250.00 , 330.00 ,Food
,Toblerone White 100g,,, 950.00 ," 1,230.00 ",Food
,Batook Banana/Strawberry 20pcs,,, 50.00 , 70.00 ,Food
,Cadbury Malaysia 130g,,," 1,100.00 "," 1,430.00 ",Food
,Twix Chocolate 50g,,, 450.00 , 590.00 ,Food
,Kinder Bueno Milk 43g,,, 550.00 , 720.00 ,Food
,Kinder Bueno White 39g,,, 550.00 , 720.00 ,Food
,Bounty Chocolate 57g,,, 450.00 , 560.00 ,Food
,Kit Kat 2 Finger UK,,, 180.00 , 240.00 ,Food
,Mars Chocolate,,, 450.00 , 590.00 ,Food
,Snickers Chocolate 50g,,, 450.00 , 590.00 ,Food
,Mirinda Can 320ml,,, 100.00 , 200.00 ,Food
,Toren Pacimo 24pcs,,, 130.00 , 169.00 ,Food
,7D purse medium,,, 50.00 , 180.00 ,Stationary
,Waraping Papper,,, 50.00 ,60,Stationary
,Clear Bag,,, 120.00 ,150,Stationary
,File Bag,,, 100.00 ,150,Stationary
,Design Zip Bag,,, 160.00 ,200,Stationary
,ARTIST BRUSH SET 6 IN 1,,, 180.00 , 220.00 ,Other
,Gift Bag,,, 140.00 ,170,Stationary
,Nico Nico Drink 320ml,,, 400.00 ,500,Beverage
,Mountain Dew 320ml,,, 350.00 ,450,Beverage
,Pepsi 320ml,,, 350.00 ,450,Beverage
,Batook Bubblegum,,, 40.00 , 50.00 ,Stationary
,Milo biscuit 104g,,, 475.00 , 620.00 ,Food
,M&M 45g,,, 350.00 , 450.00 ,Food
,Skittles 38g,,, 375.00 , 490.00 ,Food
,Cadbury 13.2g,,, 80.00 , 110.00 ,Food
,Cadbury Lickables,,, 310.00 , 400.00 ,Food
,Twister Mashmallow,,, 80.00 , 110.00 ,Food
,Beyoglu Dubai Choco 35g,,, 150.00 , 200.00 ,Food
,Chilli Powder 100g,,,120.00,150,Spices
,Chilli Powder 50g,,,60.00,80,Spices
,Chilli Flakes 100g,,,140.00,180,Spices
,Chilli Flakes 50g,,,70.00,90,Spices
,Curry Powder 100g,,,90.00,120,Spices
,Curry Powder 50g,,,45.00,60,Spices
,Black Curry Powder 100g,,,110.00,140,Spices
,Black Curry Powder 50g,,,55.00,70,Spices
,Roasted Chilli Powder 100g,,,160.00,210,Spices
,Roasted Chilli Powder 50g,,,80.00,100,Spices
,Meat Curry 100g,,,260.00,340,Spices
,Meat Curry 50g,,,130.00,170,Spices
,Black Pepper Corn 100g,,,260.00,340,Spices
,Black Pepper Corn 50g,,,130.00,170,Spices
,Garam Masala 100g,,,250.00,320,Spices
,Garam Masala 50g,,,130.00,170,Spices
,Biriyani Powder 20g,,,80.00,100,Spices
,Turmeric Powder 100g,,,350.00,450,Spices
,Turmeric Powder 50g,,,190.00,250,Spices
,Turmeric Powder 25g,,,100.00,130,Spices
,Pepper Powder 100g,,,280.00,360,Spices
,Pepper Powder 50g,,,140.00,180,Spices
,Pepper Powder 25g,,,70.00,90,Spices
,Lifebuoy,,, 150.00 ,160,Spices
,Dishwash Bar,,, 40.00 ,63,Sundry
,Air Freshner,,, 280.00 ,360,Sundry
,Hand Wash 300ml,,, 150.00 ,320,Sundry
,Bubble Bar,,, 175.00 ,200,Stationary
,Sunlight ,,, 150.00 ,150,Sundry
,Harpick,,, 165.00 ,265,Stationary
,Tenis Ball,,, 133.33 ,180,Sundry
,Vanilla Essence,,, 190.00 ,215,Food
,Baking Powder,,, 200.00 ,220,Food
,Jelly,,, 200.00 ,230,Food
,Tuna Canned Fish,,, 600.00 ,750,Food
,Rose Essence,,, 200.00 ,215,Food
,Mango Chutney,,, 350.00 ,390,Food
,Red Coloring,,, 210.00 ,225,Food
,Blue Coloring,,, 180.00 ,195,Food
,Green Coloring,,, 180.00 ,195,Food
,Comfert,,, 300.00 ,300,Sundry
,Tooth Pick,,, 100.00 ,120,Sundry
,Detol 100ml,,, 340.00 ,14,Sundry
,Lysol 200ml,,, 250.00 ,250,Sundry
,Plastic Cup,,, 4.00 ,15,Sundry
,Kapru Pkt,,, 150.00 ,175,Sundry
,Aloka Incense Sticks,,, 180.00 ,200,Sundry
,Parampara Incense Sticks,,, 130.00 ,150,Sundry
,Papper Serviet Pkt,,, 130.00 ,250,Sundry
,Toilet Papper Rall,,, 130.00 ,200,Sundry
,Pocket Tissue,,, 28.00 ,35,Sundry
,Bhuddist Flag,,,,50,Sundry
,Snack Bean Curd Spicy,,, -   ,150,Food
,Fried Bean Curd,,, -   ,150,Food
,Cow Stomack Snak,,,0,140,Food
,Spicy Sticks ,,,0,150,Food
,Veg Stir Fried Chicken,,, -   ,100,Food
,Spicy Prince Spicy Strips,,,0,75,Food
,Want Want Rice Strips,,,0,120,Food
