Barcode *,ItemName *,ProdDescription *,SecondName *,ProdPurchasePrice *,ProdSellPrice*,Subcategories_SCID*
DVDOG005,DIVINUS PUPPY RP 1KG,,,0,1250,Lider
DVDOG006,DIVINUS ADULT RP 1KG,,,0,1250,Lider
DVDOG007,DIVINUS PERFORMANCE RP 1KG,,,0,1250,Lider
DVDOG008,DIVINUS ADULT SAMPLE 100G,,,0,0,Lider
DVDOG009,DIVINUS PUPPY SAMPLE 100G,,,0,0,Lider
DVCAT012,DIVINUS CAT COMPLETE RP 1KG,,,0,1350,Lider
LDKAD062,KING REGULAR ADULT DOG FOOD RP 1KG,,,0,1250,Lider
LDPRO063,PROLINE CAT LITTER LAVENDER SCENTED 5L,,,0,3750,Lider
DVDOG017,DIVINUS FLAVOUR DOG SALMON & RICE 18KG,,,0,0,Lider
DVDOG018,DIVINUS FLAVOUR DOG LAMB & RICE 18KG,,,0,0,Lider
DVCAT019,DIVINUS FLAVOUR CAT SALMON & RICE 18KG,,,0,0,Lider
DVCAT020,DIVINUS FLAVOUR CAT CHICKEN & RICE 18KG,,,0,0,Lider
LDKAD064,KING REGULAR ADULT DOG FOOD 500G Sample,,,0,0,Lider
DVDOG021,DIVINUS PERFORMANCE 500G (SAMPLE),,,0,0,Lider
BCN00001,CREDIT NOTE,,,0,0,Lider
BRN00001,RETURN NOTE,,,0,0,Lider
LDEDC065,ENJOY ADULT DOG FOOD CHICKEN 10 KG,,,0,9500,Lider
LDEDL066,ENJOY ADULT DOG FOOD LAMB AND RICE 10 KG,,,0,9500,Lider
MDBMC064,"MC CHUNKS WITH CHICKEN, RICE AND VEGETABLES 1250G",,,0,1550,Lider
MDBMG065,MG CHUNKS WITH POULTRY AND CARROTS 405G,,,0,590,Lider
LDTDB067,TRENDLINE ADULT DOG FOOD BEEF 1KG,,,0,1750,Lider
DVCFB022,DIVINUS CAT 2KG X 10 BUNDLE PACK 20KG,,,0,24800,Lider
LDRFP068,REFLEX PUPPY FOOD BEEF AND RICE 1KG RP,,,0,2190,Lider
DVDOG023,DIVINUS PUPPY 4KG X 5 BUNDLE PACK (20KG),,,0,22800,Lider
DVDOG024,DIVINUS PERFORMANCE 250G (SAMPLE),,,0,0,Lider
LDRFC069,REFLEX PLUS ADULT CAT FOOD CHOSSY SALMON 1.5KG,,,0,3950,Lider
LDRPC070,REFLEX PLUS ADULT CAT FOOD CHICKEN 150G (SAMPLE),,,0,0,Lider
BRPROM01,BROXBURY WHITE BAG,,,0,0,Lider
LDRPK071,REFLEX PLUS KITTEN FOOD CHICKEN 150G (SAMPLE),,,0,0,Lider
LDRPC072,REFLEX PLUS ADULT CAT FOOD SALMON 150G _(SAMPLE),,,0,0,Lider
LDKAD073,KING REGULAR ADULT DOG FOOD 250G - (SAMPLE),,,0,0,Lider
BRPROM02,BROXBURY BRANDING WALL CLOCK,,,0,0,Lider
LDBCC074,BONNIE BASIC ADULT CAT FOOD CHICKEN 150GM (SAMPLE),,,0,0,Lider
LDEDC075,ENJOY ADULT DOG FOOD CHICKEN 250GM (SAMPLE),,,0,0,Lider
LDEDL076,ENJOY ADULT DOG FOOD LAMB AND RICE 250GM (SAMPLE),,,0,0,Lider
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
